"","year","team_id","team","conference","division","expected_wins","total_games","total_wins","total_losses","total_ties","conference_games","conference_wins","conference_losses","conference_ties","home_games","home_wins","home_losses","home_ties","away_games","away_wins","away_losses","away_ties"
"2223",2007,2000,"Abilene Christian","FCS Independents","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2224",2007,2305,"Kansas","Big 12","North",0,13,12,1,0,8,7,1,0,8,7,1,0,5,5,0,0
"2225",2007,239,"Baylor","Big 12","South",0,12,3,9,0,8,0,8,0,5,1,4,0,6,1,5,0
"2226",2007,227,"Rhode Island","CAA","North",0,11,3,8,0,8,2,6,0,5,2,3,0,4,1,3,0
"2227",2007,2181,"Drake","Pioneer","",0,11,6,5,0,7,3,4,0,6,4,2,0,4,1,3,0
"2228",2007,277,"West Virginia","Big East","",0,13,11,2,0,7,5,2,0,6,5,1,0,7,6,1,0
"2229",2007,249,"North Texas","Sun Belt","",0,12,2,10,0,7,1,6,0,5,2,3,0,7,0,7,0
"2230",2007,264,"Washington","Pac-10","",0,13,4,9,0,10,2,8,0,7,2,5,0,6,2,4,0
"2231",2007,84,"Indiana","Big Ten","",0,13,7,6,0,8,3,5,0,7,5,2,0,6,2,4,0
"2232",2007,2413,"Morehead State","Pioneer","",0,11,7,4,0,7,5,2,0,6,4,2,0,3,2,1,0
"2233",2007,204,"Oregon State","Pac-10","",0,13,9,4,0,10,7,3,0,7,6,1,0,6,3,3,0
"2234",2007,103,"Boston College","ACC","Atlantic",0,14,11,3,0,9,6,3,0,8,6,2,0,6,5,1,0
"2235",2007,2433,"UL Monroe","Sun Belt","East",0,12,6,6,0,7,4,3,0,5,3,2,0,7,3,4,0
"2236",2007,12,"Arizona","Pac-10","",0,12,5,7,0,11,4,7,0,6,4,2,0,6,1,5,0
"2237",2007,2065,"Bethune-Cookman","MEAC","",0,11,5,6,0,9,3,6,0,6,2,4,0,3,1,2,0
"2238",2007,2405,"Monmouth","NEC","",0,10,4,6,0,6,3,3,0,0,0,0,0,4,2,2,0
"2239",2007,57,"Florida","SEC","East",0,13,9,4,0,8,5,3,0,9,6,3,0,4,3,1,0
"2240",2007,259,"Virginia Tech","ACC","Coastal",0,14,11,3,0,9,8,1,0,8,6,2,0,6,5,1,0
"2241",2007,2440,"Nevada","Western Athletic","",0,13,6,7,0,8,4,4,0,6,4,2,0,7,2,5,0
"2242",2007,2502,"Portland State","Big Sky","",0,11,3,8,0,8,3,5,0,0,0,0,0,5,2,3,0
"2243",2007,2449,"North Dakota State","Great West","",0,11,10,1,0,4,3,1,0,5,5,0,0,2,2,0,0
"2244",2007,2,"Auburn","SEC","West",0,13,9,4,0,8,5,3,0,9,7,2,0,4,2,2,0
"2245",2007,151,"East Carolina","Conference USA","East",0,13,8,5,0,8,6,2,0,7,5,2,0,6,3,3,0
"2246",2007,333,"Alabama","SEC","West",0,13,7,6,0,8,4,4,0,7,4,3,0,6,3,3,0
"2247",2007,62,"Hawai'i","Western Athletic","",0,13,12,1,0,8,8,0,0,5,5,0,0,6,5,1,0
"2248",2007,2448,"North Carolina A&T","MEAC","",0,11,0,11,0,9,0,9,0,0,0,0,0,5,0,5,0
"2249",2007,158,"Nebraska","Big 12","North",0,12,5,7,0,8,2,6,0,7,4,3,0,5,1,4,0
"2250",2007,2229,"Florida International","Sun Belt","",0,12,1,11,0,7,1,6,0,5,1,4,0,7,0,7,0
"2251",2007,2309,"Kent State","Mid-American","East",0,12,3,9,0,8,1,7,0,5,1,4,0,7,2,5,0
"2252",2007,2198,"Eastern Kentucky","OVC","",0,11,8,3,0,7,7,0,0,4,4,0,0,6,4,2,0
"2253",2007,2197,"Eastern Illinois","OVC","",0,11,7,4,0,7,6,1,0,5,3,2,0,4,3,1,0
"2254",2007,2335,"Liberty","Big South","",0,9,6,3,0,4,4,0,0,4,4,0,0,5,2,3,0
"2255",2007,2050,"Ball State","Mid-American","West",0,13,7,6,0,7,5,2,0,6,3,3,0,7,4,3,0
"2256",2007,294,"Jacksonville","Pioneer","",0,11,3,8,0,7,2,5,0,0,0,0,0,5,0,5,0
"2257",2007,2751,"Wyoming","Mountain West","",0,12,5,7,0,8,2,6,0,6,4,2,0,6,1,5,0
"2258",2007,2450,"Norfolk State","MEAC","",0,11,8,3,0,9,7,2,0,6,5,1,0,3,2,1,0
"2259",2007,276,"Marshall","Conference USA","East",0,12,3,9,0,8,3,5,0,6,3,3,0,6,0,6,0
"2260",2007,2046,"Austin Peay","OVC","",0,10,7,3,0,7,5,2,0,4,2,2,0,5,4,1,0
"2261",2007,2132,"Cincinnati","Big East","",0,13,10,3,0,7,4,3,0,7,5,2,0,6,5,1,0
"2262",2007,23,"San José State","Western Athletic","",0,12,5,7,0,8,4,4,0,5,4,1,0,7,1,6,0
"2263",2007,2294,"Iowa","Big Ten","",0,12,6,6,0,8,4,4,0,6,4,2,0,6,2,4,0
"2264",2007,150,"Duke","ACC","Coastal",0,12,1,11,0,8,0,8,0,5,0,5,0,7,1,6,0
"2265",2007,107,"Holy Cross","Patriot","",0,10,6,4,0,5,3,2,0,5,3,2,0,3,3,0,0
"2266",2007,55,"Jacksonville State","OVC","",0,10,5,5,0,7,4,3,0,5,3,2,0,3,2,1,0
"2267",2007,2634,"Tennessee State","OVC","",0,10,4,6,0,6,3,3,0,4,1,3,0,4,2,2,0
"2268",2007,238,"Vanderbilt","SEC","East",0,12,5,7,0,8,2,6,0,8,4,4,0,4,1,3,0
"2269",2007,2572,"Southern Miss","Conference USA","East",0,13,7,6,0,8,5,3,0,6,3,3,0,7,4,3,0
"2270",2007,2754,"Youngstown State","MVFC","",0,11,7,4,0,6,3,3,0,7,6,1,0,3,1,2,0
"2271",2007,245,"Texas A&M","Big 12","South",0,13,7,6,0,8,4,4,0,8,6,2,0,5,1,4,0
"2272",2007,5,"UAB","Conference USA","East",0,12,2,10,0,8,1,7,0,4,1,3,0,7,0,7,0
"2273",2007,2390,"Miami","ACC","Coastal",0,12,5,7,0,8,2,6,0,7,4,3,0,5,1,4,0
"2274",2007,58,"South Florida","Big East","",0,13,9,4,0,7,4,3,0,6,5,1,0,7,4,3,0
"2275",2007,2306,"Kansas State","Big 12","North",0,12,5,7,0,8,3,5,0,6,4,2,0,6,1,5,0
"2276",2007,113,"Massachusetts","CAA","North",0,13,10,3,0,8,7,1,0,0,0,0,0,5,3,2,0
"2277",2007,2504,"Prairie View A&M","SWAC","West",0,10,7,3,0,9,6,3,0,0,0,0,0,3,1,2,0
"2278",2007,26,"UCLA","Pac-10","",0,13,6,7,0,12,6,6,0,6,4,2,0,7,2,5,0
"2279",2007,98,"Western Kentucky","FBS Independents","",0,12,7,5,0,0,0,0,0,5,4,1,0,7,3,4,0
"2280",2007,304,"Idaho State","Big Sky","",0,11,3,8,0,8,2,6,0,6,3,3,0,5,0,5,0
"2281",2007,46,"Georgetown","Patriot","",0,9,1,8,0,4,1,3,0,4,0,4,0,5,1,4,0
"2282",2007,41,"UConn","Big East","",0,13,9,4,0,7,5,2,0,7,7,0,0,6,2,4,0
"2283",2007,2638,"UTEP","Conference USA","West",0,12,4,8,0,8,2,6,0,6,3,3,0,6,1,5,0
"2284",2007,43,"Yale","Ivy","",0,10,9,1,0,7,6,1,0,5,4,1,0,5,5,0,0
"2285",2007,154,"Wake Forest","ACC","Atlantic",0,13,9,4,0,8,5,3,0,7,6,1,0,6,3,3,0
"2286",2007,2241,"Gardner-Webb","Big South","",0,11,5,6,0,4,2,2,0,5,4,1,0,6,1,5,0
"2287",2007,197,"Oklahoma State","Big 12","South",0,13,7,6,0,8,4,4,0,7,5,2,0,6,2,4,0
"2288",2007,77,"Northwestern","Big Ten","",0,12,6,6,0,8,3,5,0,7,4,3,0,5,2,3,0
"2289",2007,68,"Boise State","Western Athletic","",0,13,10,3,0,8,7,1,0,7,7,0,0,6,3,3,0
"2290",2007,171,"Columbia","Ivy","",0,10,1,9,0,7,0,7,0,5,1,4,0,4,0,4,0
"2291",2007,2571,"South Dakota State","Great West","",0,11,7,4,0,4,4,0,0,0,0,0,0,5,2,3,0
"2292",2007,2747,"Wofford","Southern","",0,13,9,4,0,7,5,2,0,7,4,3,0,6,5,1,0
"2293",2007,2210,"Elon","Southern","",0,11,7,4,0,7,4,3,0,6,5,1,0,5,2,3,0
"2294",2007,2010,"Alabama A&M","SWAC","East",0,11,8,3,0,9,6,3,0,5,4,1,0,4,3,1,0
"2295",2007,47,"Howard","MEAC","",0,11,4,7,0,9,3,6,0,6,3,3,0,5,1,4,0
"2296",2007,2127,"Charleston Southern","Big South","",0,11,5,6,0,4,1,3,0,5,3,2,0,4,1,3,0
"2297",2007,2542,"Savannah St","FCS Independents","",0,10,1,9,0,1,0,1,0,4,1,3,0,3,0,3,0
"2298",2007,99,"LSU","SEC","West",0,14,12,2,0,9,7,2,0,8,7,1,0,6,5,1,0
"2299",2007,79,"Southern Illinois","MVFC","",0,13,12,1,0,6,5,1,0,0,0,0,0,6,5,1,0
"2300",2007,302,"UC Davis","Great West","",0,11,5,6,0,4,1,3,0,4,1,3,0,5,2,3,0
"2301",2007,218,"Temple","Mid-American","East",0,12,4,8,0,8,4,4,0,6,3,3,0,6,1,5,0
"2302",2007,149,"Montana","Big Sky","",0,12,11,1,0,8,8,0,0,8,7,1,0,4,4,0,0
"2303",2007,257,"Richmond","CAA","South",0,13,11,2,0,8,7,1,0,0,0,0,0,5,3,2,0
"2304",2007,2184,"Duquesne","Metro Atlantic Athletic","",0,10,6,4,0,3,2,1,0,4,3,1,0,3,2,1,0
"2305",2007,93,"Murray State","OVC","",0,10,2,8,0,7,1,6,0,4,1,3,0,5,0,5,0
"2306",2007,2506,"Presbyterian","FCS Independents","",0,11,6,5,0,1,1,0,0,2,2,0,0,7,2,5,0
"2307",2007,2643,"The Citadel","Southern","",0,11,7,4,0,7,4,3,0,6,4,2,0,5,3,2,0
"2308",2007,2711,"Western Michigan","Mid-American","West",0,12,5,7,0,7,3,4,0,6,2,4,0,6,3,3,0
"2309",2007,2523,"Robert Morris","NEC","",0,10,4,6,0,6,3,3,0,5,2,3,0,3,1,2,0
"2310",2007,2535,"Samford","OVC","",0,10,4,6,0,7,2,5,0,6,3,3,0,4,1,3,0
"2311",2007,164,"Rutgers","Big East","",0,13,8,5,0,7,3,4,0,7,4,3,0,5,3,2,0
"2312",2007,290,"Georgia Southern","Southern","",0,11,7,4,0,7,4,3,0,6,4,2,0,4,3,1,0
"2313",2007,2674,"Valparaiso","Pioneer","",0,11,5,6,0,7,2,5,0,5,2,3,0,2,0,2,0
"2314",2007,2803,"Bryant","FCS Independents","",0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
"2315",2007,2400,"Mississippi Valley State","SWAC","East",0,11,3,8,0,9,2,7,0,0,0,0,0,4,1,3,0
"2316",2007,155,"North Dakota","Great West","",0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
"2317",2007,2579,"South Carolina","SEC","East",0,12,6,6,0,8,3,5,0,7,4,3,0,5,2,3,0
"2318",2007,275,"Wisconsin","Big Ten","",0,13,9,4,0,10,7,3,0,7,7,0,0,6,2,4,0
"2319",2007,2026,"App State","Southern","",0,13,11,2,0,7,5,2,0,8,7,1,0,5,4,1,0
"2320",2007,326,"Texas State","Southland","",0,10,3,7,0,6,2,4,0,0,0,0,0,3,1,2,0
"2321",2007,2567,"SMU","Conference USA","West",0,12,1,11,0,8,0,8,0,6,1,5,0,6,0,6,0
"2322",2007,153,"North Carolina","ACC","Coastal",0,12,4,8,0,8,3,5,0,6,4,2,0,6,0,6,0
"2323",2007,251,"Texas","Big 12","South",0,13,10,3,0,8,5,3,0,8,6,2,0,5,4,1,0
"2324",2008,301,"San Diego","Pioneer","",0,11,9,2,0,8,6,2,0,7,6,1,0,2,2,0,0
"2325",2008,2640,"Texas Southern","SWAC","West",0,12,4,8,0,7,1,6,0,0,0,0,0,4,1,3,0
"2326",2008,252,"BYU","Mountain West","",0,13,10,3,0,11,8,3,0,6,6,0,0,6,4,2,0
"2327",2008,127,"Michigan State","Big Ten","",0,13,9,4,0,9,6,3,0,7,6,1,0,5,3,2,0
"2328",2008,48,"Delaware","CAA","South",0,12,4,8,0,8,2,6,0,6,3,3,0,3,0,3,0
"2329",2008,256,"James Madison","CAA","South",0,12,11,1,0,8,8,0,0,7,7,0,0,4,3,1,0
"2330",2008,2655,"Tulane","Conference USA","West",0,12,2,10,0,8,1,7,0,6,2,4,0,6,0,6,0
"2331",2008,111,"Northeastern","CAA","North",0,12,2,10,0,8,1,7,0,0,0,0,0,6,1,5,0
"2332",2008,2634,"Tennessee State","OVC","",0,12,8,4,0,8,5,3,0,6,5,1,0,4,2,2,0
"2333",2008,46,"Georgetown","Patriot","",0,10,2,8,0,5,0,5,0,5,1,4,0,3,1,2,0
"2334",2008,314,"Iona","FCS Independents","",0,11,3,8,0,2,0,2,0,0,0,0,0,3,0,3,0
"2335",2008,324,"Coastal Carolina","Big South","",0,12,6,6,0,5,1,4,0,6,2,4,0,4,2,2,0
"2336",2008,2755,"Grambling","SWAC","West",0,12,10,2,0,9,9,0,0,5,5,0,0,5,3,2,0
"2337",2008,331,"Eastern Washington","Big Sky","",0,11,6,5,0,8,5,3,0,5,3,2,0,5,3,2,0
"2338",2008,201,"Oklahoma","Big 12","South",0,14,12,2,0,9,8,1,0,6,6,0,0,5,5,0,0
"2339",2008,99,"LSU","SEC","West",0,14,9,5,0,8,3,5,0,9,6,3,0,4,2,2,0
"2340",2008,38,"Colorado","Big 12","North",0,12,5,7,0,8,2,6,0,6,4,2,0,5,0,5,0
"2341",2008,2306,"Kansas State","Big 12","North",0,12,5,7,0,8,2,6,0,7,4,3,0,5,1,4,0
"2342",2008,259,"Virginia Tech","ACC","Coastal",0,14,10,4,0,9,6,3,0,6,6,0,0,5,2,3,0
"2343",2008,2296,"Jackson State","SWAC","East",0,11,7,4,0,8,6,2,0,4,3,1,0,4,2,2,0
"2344",2008,96,"Kentucky","SEC","East",0,13,7,6,0,8,2,6,0,7,4,3,0,5,2,3,0
"2345",2008,2065,"Bethune-Cookman","MEAC","",0,11,8,3,0,8,5,3,0,6,5,1,0,5,3,2,0
"2346",2008,197,"Oklahoma State","Big 12","South",0,13,9,4,0,8,5,3,0,7,6,1,0,5,3,2,0
"2347",2008,2405,"Monmouth","NEC","",0,12,7,5,0,7,6,1,0,0,0,0,0,4,3,1,0
"2348",2008,152,"NC State","ACC","Atlantic",0,13,6,7,0,8,4,4,0,7,4,3,0,5,2,3,0
"2349",2008,2542,"Savannah St","FCS Independents","",0,12,5,7,0,2,1,1,0,4,2,2,0,4,1,3,0
"2350",2008,227,"Rhode Island","CAA","North",0,12,3,9,0,8,1,7,0,6,2,4,0,3,0,3,0
"2351",2008,236,"Chattanooga","Southern","",0,12,1,11,0,8,0,8,0,6,1,5,0,6,0,6,0
"2352",2008,70,"Idaho","Western Athletic","",0,12,2,10,0,8,1,7,0,6,2,4,0,6,0,6,0
"2353",2008,302,"UC Davis","Great West","",0,9,3,6,0,0,0,0,0,0,0,0,0,4,0,4,0
"2354",2008,2199,"Eastern Michigan","Mid-American","West",0,12,3,9,0,8,2,6,0,5,2,3,0,7,1,6,0
"2355",2008,2754,"Youngstown State","MVFC","",0,12,4,8,0,8,3,5,0,6,3,3,0,5,1,4,0
"2356",2008,2083,"Bucknell","Patriot","",0,11,5,6,0,6,2,4,0,6,2,4,0,5,3,2,0
"2357",2008,12,"Arizona","Pac-10","",0,13,8,5,0,11,6,5,0,7,5,2,0,5,2,3,0
"2358",2008,108,"Harvard","Ivy","",0,10,9,1,0,7,6,1,0,5,5,0,0,5,4,1,0
"2359",2008,2433,"UL Monroe","Sun Belt","East",0,12,4,8,0,7,3,4,0,5,3,2,0,6,1,5,0
"2360",2008,2717,"Western Carolina","Southern","",0,12,3,9,0,8,1,7,0,6,2,4,0,6,1,5,0
"2361",2008,2509,"Purdue","Big Ten","",0,12,4,8,0,9,2,7,0,7,4,3,0,5,0,5,0
"2362",2008,248,"Houston","Conference USA","West",0,13,8,5,0,8,6,2,0,5,4,1,0,6,2,4,0
"2363",2008,2653,"Troy","Sun Belt","East",0,13,8,5,0,7,6,1,0,5,5,0,0,7,3,4,0
"2364",2008,55,"Jacksonville State","OVC","",0,11,8,3,0,8,6,2,0,5,5,0,0,6,3,3,0
"2365",2008,2026,"App State","Southern","",0,14,11,3,0,8,8,0,0,7,7,0,0,7,4,3,0
"2366",2008,2197,"Eastern Illinois","OVC","",0,12,5,7,0,8,3,5,0,5,3,2,0,7,2,5,0
"2367",2008,265,"Washington State","Pac-10","",0,13,2,11,0,9,1,8,0,7,2,5,0,6,0,6,0
"2368",2008,2010,"Alabama A&M","SWAC","East",0,12,5,7,0,7,4,3,0,6,2,4,0,5,2,3,0
"2369",2008,2287,"Illinois State","MVFC","",0,11,3,8,0,8,2,6,0,5,1,4,0,5,2,3,0
"2370",2008,183,"Syracuse","Big East","",0,12,3,9,0,7,1,6,0,6,2,4,0,6,1,5,0
"2371",2008,2335,"Liberty","Big South","",0,11,9,2,0,5,5,0,0,6,5,1,0,5,4,1,0
"2372",2008,2169,"Delaware State","MEAC","",0,11,5,6,0,8,5,3,0,6,2,4,0,5,3,2,0
"2373",2008,2241,"Gardner-Webb","Big South","",0,11,5,6,0,5,2,3,0,5,3,2,0,6,2,4,0
"2374",2008,59,"Georgia Tech","ACC","Coastal",0,13,9,4,0,8,5,3,0,7,6,1,0,5,3,2,0
"2375",2008,93,"Murray State","OVC","",0,12,5,7,0,8,4,4,0,6,4,2,0,6,1,5,0
"2376",2008,2458,"Northern Colorado","Big Sky","",0,11,1,10,0,8,1,7,0,5,1,4,0,4,0,4,0
"2377",2008,2529,"Sacred Heart","NEC","",0,11,8,3,0,7,4,3,0,6,4,2,0,3,3,0,0
"2378",2008,2305,"Kansas","Big 12","North",0,13,8,5,0,8,4,4,0,7,5,2,0,4,1,3,0
"2379",2008,2115,"Central Connecticut","NEC","",0,11,7,4,0,7,4,3,0,5,5,0,0,4,2,2,0
"2380",2008,57,"Florida","SEC","East",0,14,13,1,0,9,8,1,0,7,6,1,0,4,4,0,0
"2381",2008,142,"Missouri","Big 12","North",0,14,10,4,0,9,5,4,0,6,5,1,0,4,3,1,0
"2382",2008,26,"UCLA","Pac-10","",0,12,4,8,0,10,3,7,0,7,3,4,0,5,1,4,0
"2383",2008,202,"Tulsa","Conference USA","West",0,14,11,3,0,9,7,2,0,7,6,1,0,6,4,2,0
"2384",2008,225,"Brown","Ivy","",0,10,7,3,0,7,6,1,0,5,4,1,0,5,3,2,0
"2385",2008,2413,"Morehead State","Pioneer","",0,12,6,6,0,8,4,4,0,6,5,1,0,6,1,5,0
"2386",2008,120,"Maryland","ACC","Atlantic",0,13,8,5,0,8,4,4,0,7,6,1,0,5,1,4,0
"2387",2008,145,"Ole Miss","SEC","West",0,13,9,4,0,8,5,3,0,7,5,2,0,5,3,2,0
"2388",2008,193,"Miami (OH)","Mid-American","East",0,12,2,10,0,8,1,7,0,6,1,5,0,6,1,5,0
"2389",2008,62,"Hawai'i","Western Athletic","",0,14,7,7,0,8,5,3,0,6,4,2,0,6,2,4,0
"2390",2008,154,"Wake Forest","ACC","Atlantic",0,13,8,5,0,8,4,4,0,7,5,2,0,5,2,3,0
"2391",2008,43,"Yale","Ivy","",0,10,6,4,0,7,4,3,0,5,4,1,0,4,2,2,0
"2392",2008,153,"North Carolina","ACC","Coastal",0,13,8,5,0,8,4,4,0,7,5,2,0,5,3,2,0
"2393",2008,2546,"Southeast Missouri State","OVC","",0,12,4,8,0,8,2,6,0,0,0,0,0,6,2,4,0
"2394",2008,311,"Maine","CAA","North",0,14,9,5,0,8,5,3,0,6,4,2,0,4,2,2,0
"2395",2008,2572,"Southern Miss","Conference USA","East",0,13,7,6,0,8,4,4,0,6,3,3,0,6,3,3,0
"2396",2008,150,"Duke","ACC","Coastal",0,12,4,8,0,8,1,7,0,7,3,4,0,5,1,4,0
"2397",2008,2142,"Colgate","Patriot","",0,12,9,3,0,5,5,0,0,5,4,1,0,6,4,2,0
"2398",2008,2710,"Western Illinois","MVFC","",0,11,6,5,0,8,4,4,0,6,4,2,0,3,2,1,0
"2399",2008,222,"Villanova","CAA","South",0,12,10,2,0,8,7,1,0,6,5,1,0,5,4,1,0
"2400",2008,2483,"Oregon","Pac-10","",0,13,10,3,0,10,8,2,0,6,5,1,0,6,4,2,0
"2401",2008,257,"Richmond","CAA","South",0,13,10,3,0,8,6,2,0,0,0,0,0,5,3,2,0
"2402",2008,103,"Boston College","ACC","Atlantic",0,14,9,5,0,9,5,4,0,7,5,2,0,5,4,1,0
"2403",2008,2641,"Texas Tech","Big 12","South",0,13,11,2,0,8,7,1,0,7,7,0,0,5,4,1,0
"2404",2008,322,"Lafayette","Patriot","",0,11,7,4,0,6,3,3,0,5,2,3,0,5,4,1,0
"2405",2008,235,"Memphis","Conference USA","East",0,13,6,7,0,8,4,4,0,7,4,3,0,5,2,3,0
"2406",2008,159,"Dartmouth","Ivy","",0,10,0,10,0,7,0,7,0,5,0,5,0,5,0,5,0
"2407",2008,242,"Rice","Conference USA","West",0,13,10,3,0,8,7,1,0,6,6,0,0,6,3,3,0
"2408",2008,2127,"Charleston Southern","Big South","",0,12,7,5,0,5,3,2,0,5,5,0,0,7,2,5,0
"2409",2008,160,"New Hampshire","CAA","North",0,13,11,2,0,8,6,2,0,5,4,1,0,5,4,1,0
"2410",2008,333,"Alabama","SEC","West",0,14,12,2,0,9,8,1,0,7,7,0,0,4,4,0,0
"2411",2008,195,"Ohio","Mid-American","East",0,12,4,8,0,8,3,5,0,5,2,3,0,7,2,5,0
"2412",2008,16,"Sacramento State","Big Sky","",0,12,6,6,0,8,3,5,0,6,4,2,0,4,1,3,0
"2413",2008,84,"Indiana","Big Ten","",0,12,3,9,0,8,1,7,0,8,3,5,0,4,0,4,0
"2414",2008,204,"Oregon State","Pac-10","",0,13,9,4,0,11,7,4,0,6,5,1,0,6,3,3,0
"2415",2008,107,"Holy Cross","Patriot","",0,11,7,4,0,6,5,1,0,5,4,1,0,6,3,3,0
"2416",2008,194,"Ohio State","Big Ten","",0,13,10,3,0,9,7,2,0,7,6,1,0,5,4,1,0
"2417",2008,2464,"Northern Arizona","Big Sky","",0,11,6,5,0,8,4,4,0,5,3,2,0,6,3,3,0
"2418",2008,2046,"Austin Peay","OVC","",0,11,2,9,0,8,2,6,0,5,1,4,0,6,1,5,0
"2419",2008,2643,"The Citadel","Southern","",0,12,4,8,0,8,2,6,0,6,4,2,0,6,0,6,0
"2420",2008,278,"Fresno State","Western Athletic","",0,13,7,6,0,8,4,4,0,5,2,3,0,7,5,2,0
"2421",2008,2086,"Butler","Pioneer","",0,11,6,5,0,8,4,4,0,5,2,3,0,3,1,2,0
"2422",2008,2050,"Ball State","Mid-American","West",0,14,12,2,0,9,8,1,0,6,6,0,0,6,6,0,0
"2423",2008,309,"Louisiana","Sun Belt","East",0,12,6,6,0,7,5,2,0,5,4,1,0,7,2,5,0
"2424",2008,2448,"North Carolina A&T","MEAC","",0,12,3,9,0,8,1,7,0,0,0,0,0,4,0,4,0
"2425",2008,2377,"McNeese","Southland","",0,3,2,1,0,0,0,0,0,1,1,0,0,1,0,1,0
"2426",2008,2523,"Robert Morris","NEC","",0,11,5,6,0,7,4,3,0,6,3,3,0,4,2,2,0
"2427",2008,2803,"Bryant","FCS Independents","",0,11,7,4,0,2,1,1,0,0,0,0,0,4,2,2,0
"2428",2008,158,"Nebraska","Big 12","North",0,13,9,4,0,8,5,3,0,8,6,2,0,4,2,2,0
"2429",2008,290,"Georgia Southern","Southern","",0,11,6,5,0,8,4,4,0,6,2,4,0,5,4,1,0
"2430",2008,119,"Towson","CAA","South",0,12,3,9,0,8,1,7,0,6,3,3,0,5,0,5,0
"2431",2008,2534,"Sam Houston","Southland","",0,3,2,1,0,0,0,0,0,1,1,0,0,2,1,1,0
"2432",2008,294,"Jacksonville","Pioneer","",0,12,9,3,0,8,7,1,0,0,0,0,0,6,4,2,0
"2433",2008,2,"Auburn","SEC","West",0,12,5,7,0,8,2,6,0,7,4,3,0,5,1,4,0
"2434",2008,149,"Montana","Big Sky","",0,13,12,1,0,8,7,1,0,8,8,0,0,4,3,1,0
"2435",2008,2184,"Duquesne","NEC","",0,10,3,7,0,7,2,5,0,5,2,3,0,4,1,3,0
"2436",2008,275,"Wisconsin","Big Ten","",0,13,7,6,0,8,3,5,0,7,5,2,0,5,2,3,0
"2437",2008,23,"San José State","Western Athletic","",0,12,6,6,0,8,4,4,0,6,3,3,0,6,3,3,0
"2438",2008,2117,"Central Michigan","Mid-American","West",0,13,8,5,0,8,6,2,0,5,4,1,0,7,4,3,0
"2439",2008,2545,"SE Louisiana","Southland","",0,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2,0
"2440",2008,155,"North Dakota","Great West","",0,4,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"2441",2008,25,"California","Pac-10","",0,13,9,4,0,11,8,3,0,7,7,0,0,5,1,4,0
"2442",2008,2635,"Tennessee Tech","OVC","",0,12,3,9,0,8,1,7,0,6,2,4,0,5,0,5,0
"2443",2008,231,"Furman","Southern","",0,12,7,5,0,8,4,4,0,6,5,1,0,6,2,4,0
"2444",2008,328,"Utah State","Western Athletic","",0,12,3,9,0,8,3,5,0,6,3,3,0,6,0,6,0
"2445",2008,98,"Western Kentucky","FBS Independents","",0,12,2,10,0,0,0,0,0,5,1,4,0,7,1,6,0
"2446",2008,245,"Texas A&M","Big 12","South",0,12,4,8,0,8,2,6,0,7,2,5,0,5,2,3,0
"2447",2008,77,"Northwestern","Big Ten","",0,13,9,4,0,8,5,3,0,7,5,2,0,5,4,1,0
"2448",2008,79,"Southern Illinois","MVFC","",0,12,9,3,0,8,7,1,0,0,0,0,0,5,3,2,0
"2449",2008,304,"Idaho State","Big Sky","",0,12,1,11,0,8,1,7,0,5,1,4,0,6,0,6,0
"2450",2008,238,"Vanderbilt","SEC","East",0,13,7,6,0,8,4,4,0,6,3,3,0,6,3,3,0
"2451",2008,2502,"Portland State","Big Sky","",0,11,4,7,0,8,3,5,0,0,0,0,0,5,0,5,0
"2452",2008,30,"USC","Pac-10","",0,13,12,1,0,11,10,1,0,6,6,0,0,6,5,1,0
"2453",2008,2029,"Arkansas-Pine Bluff","SWAC","West",0,12,3,9,0,8,2,6,0,8,3,5,0,2,0,2,0
"2454",2008,2229,"Florida International","Sun Belt","",0,12,5,7,0,7,3,4,0,5,3,2,0,7,2,5,0
"2455",2008,21,"San Diego State","Mountain West","",0,12,2,10,0,8,1,7,0,5,2,3,0,6,0,6,0
"2456",2008,2368,"Marist","FCS Independents","",0,11,4,7,0,2,2,0,0,6,2,4,0,4,2,2,0
"2457",2008,253,"Southern Utah","Great West","",0,6,2,4,0,0,0,0,0,4,2,2,0,2,0,2,0
"2458",2008,2084,"Buffalo","Mid-American","East",0,14,8,6,0,9,6,3,0,6,4,2,0,6,3,3,0
"2459",2008,2567,"SMU","Conference USA","West",0,12,1,11,0,8,0,8,0,6,1,5,0,6,0,6,0
"2460",2008,258,"Virginia","ACC","Coastal",0,12,5,7,0,8,3,5,0,7,4,3,0,5,1,4,0
"2461",2008,2261,"Hampton","MEAC","",0,11,6,5,0,8,5,3,0,6,4,2,0,4,2,2,0
"2462",2008,2579,"South Carolina","SEC","East",0,13,7,6,0,8,4,4,0,7,5,2,0,5,2,3,0
"2463",2008,61,"Georgia","SEC","East",0,13,10,3,0,8,6,2,0,6,4,2,0,5,5,0,0
"2464",2008,2440,"Nevada","Western Athletic","",0,13,7,6,0,8,5,3,0,6,3,3,0,6,4,2,0
