"","ArchiveDate","Season","Preseason","TeamName","Seed","Event","ConfShort","AdjEM","RankAdjEM","AdjOE","RankAdjOE","AdjDE","RankAdjDE","AdjTempo","RankAdjTempo","AdjEMFinal","RankAdjEMFinal","AdjOEFinal","RankAdjOEFinal","AdjDEFinal","RankAdjDEFinal","AdjTempoFinal","RankAdjTempoFinal","RankChg","AdjEMChg","AdjTChg","season","DataThrough","Coach","Wins","Losses","Pythag","RankPythag","OE","RankOE","DE","RankDE","Tempo","RankTempo","Luck","RankLuck","SOS","RankSOS","SOSO","RankSOSO","SOSD","RankSOSD","NCSOS","RankNCSOS","APL_Off","RankAPL_Off","APL_Def","RankAPL_Def","ConfAPL_Off","RankConfAPL_Off","ConfAPL_Def","RankConfAPL_Def"
"225","2024-03-17",2024,"false","Rider",0,NA,"MAAC",-4.3658,221,102.968,241,107.333,201,67.8618,147,-4.6803,225,102.819,242,107.499,201,68.0682,146,-4,-0.3145,0.2064,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2024-03-17",2024,"false","Iona",0,NA,"MAAC",-4.5442,223,103.683,222,108.227,216,66.8933,215,-4.8577,226,103.546,223,108.404,218,67.0695,212,-3,-0.3134,0.1762,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2024-03-17",2024,"false","Radford",0,NA,"BSth",-4.9068,228,107.356,154,112.263,308,63.4056,347,-4.9377,227,107.438,149,112.375,309,63.5864,348,1,-0.0309,0.1808,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2024-03-17",2024,"false","Harvard",0,NA,"Ivy",-4.7544,227,102.075,253,106.83,187,67.346,176,-4.9481,228,101.969,256,106.917,189,67.5083,177,-1,-0.1936,0.1623,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2024-03-17",2024,"false","Rice",0,NA,"Amer",-4.9733,230,106.639,170,111.612,292,65.7448,271,-5.0932,229,106.561,169,111.654,294,65.9028,274,1,-0.1199,0.158,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2024-03-17",2024,"false","Green Bay",0,NA,"Horz",-5.0883,231,103.903,221,108.992,236,63.5463,345,-5.0972,230,103.952,221,109.05,239,63.7441,345,1,-0.0088,0.1978,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2024-03-17",2024,"false","Maine",0,NA,"AE",-5.101,232,97.2968,319,102.398,100,65.3524,299,-5.2311,231,97.2669,319,102.498,102,65.5469,300,1,-0.1301,0.1945,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2024-03-17",2024,"false","Columbia",0,NA,"Ivy",-5.2015,235,106.736,168,111.938,297,68.4474,111,-5.3938,232,106.67,167,112.064,300,68.5917,115,3,-0.1923,0.1443,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2024-03-17",2024,"false","Cal St. Northridge",0,NA,"BW",-5.1956,234,100.22,283,105.415,158,72.502,13,-5.4123,233,100.119,285,105.531,160,72.6805,13,1,-0.2167,0.1785,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2024-03-17",2024,"false","Nicholls St.",0,NA,"Slnd",-4.9406,229,104.711,210,109.651,244,66.1075,258,-5.4316,234,104.457,212,109.889,248,66.2965,260,-5,-0.491,0.189,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2024-03-17",2024,"false","Cal St. Fullerton",0,NA,"BW",-5.1477,233,100.219,284,105.367,157,66.3157,250,-5.4513,235,100.057,289,105.508,158,66.4821,249,-2,-0.3036,0.1664,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2024-03-17",2024,"false","North Dakota",0,NA,"Sum",-5.2836,237,105.451,194,110.734,268,66.5668,236,-5.4822,236,105.376,194,110.858,272,66.752,236,1,-0.1986,0.1852,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2024-03-17",2024,"false","Fresno St.",0,NA,"MWC",-5.2967,238,103.6,224,108.896,234,65.4898,287,-5.5328,237,103.485,226,109.017,238,65.6475,290,1,-0.236,0.1577,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2024-03-17",2024,"false","Marshall",0,NA,"SB",-5.4079,239,101.445,261,106.853,188,70.3185,45,-5.55,238,101.394,262,106.944,192,70.5148,46,1,-0.1421,0.1963,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2024-03-17",2024,"false","Bowling Green",0,NA,"MAC",-5.4665,241,102.441,248,107.908,211,67.4602,166,-5.5665,239,102.364,247,107.93,209,67.7707,161,2,-0.1,0.3105,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2024-03-17",2024,"false","North Florida",0,NA,"ASun",-5.435,240,107.166,159,112.601,317,67.0219,204,-5.6107,240,107.12,159,112.73,318,67.1543,206,0,-0.1758,0.1324,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2024-03-17",2024,"false","Florida Gulf Coast",0,NA,"ASun",-5.4673,242,103.354,233,108.821,231,63.7233,341,-5.6284,241,103.325,232,108.953,236,63.9129,342,1,-0.1611,0.1896,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2024-03-17",2024,"false","Southern Utah",0,NA,"WAC",-6.1794,251,105.829,185,112.008,300,69.4863,70,-5.7336,242,106.049,179,111.782,295,69.628,72,9,0.4458,0.1417,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2024-03-17",2024,"false","Southern Miss",0,NA,"SB",-5.646,243,101.346,264,106.992,194,67.91,144,-5.7718,243,101.313,263,107.085,195,68.1014,143,0,-0.1258,0.1914,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2024-03-17",2024,"false","Albany",0,NA,"AE",-5.704,244,105.317,196,111.021,277,72.9408,6,-5.8178,244,105.298,196,111.116,280,73.1235,6,0,-0.1138,0.1827,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2024-03-17",2024,"false","Austin Peay",0,NA,"ASun",-4.7424,226,108.996,125,113.738,333,64.2529,334,-5.9173,245,108.188,142,114.105,336,64.7652,326,-19,-1.175,0.5123,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2024-03-17",2024,"false","New Hampshire",0,NA,"AE",-5.869,246,100.005,288,105.874,170,71.2785,24,-5.947,246,100.033,290,105.98,172,71.4862,25,0,-0.078,0.2076,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2024-03-17",2024,"false","Cal St. Bakersfield",0,NA,"BW",-5.8684,245,101.212,265,107.08,195,64.7086,319,-6.0477,247,101.116,267,107.164,196,64.8865,319,-2,-0.1793,0.1779,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2024-03-17",2024,"false","San Jose St.",0,NA,"MWC",-5.9111,247,105.882,183,111.794,294,65.672,275,-6.1799,248,105.825,185,112.005,298,65.8423,278,-1,-0.2688,0.1703,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2024-03-17",2024,"false","Mount St. Mary's",0,NA,"MAAC",-5.9939,249,102.546,246,108.54,224,68.9814,89,-6.2509,249,102.455,246,108.706,228,69.1511,89,0,-0.2571,0.1697,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2024-03-17",2024,"false","Northeastern",0,NA,"CAA",-6.2394,252,105.307,197,111.547,290,65.6608,276,-6.288,250,105.314,195,111.602,292,65.826,279,2,-0.0486,0.1653,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2024-03-17",2024,"false","Portland St.",0,NA,"BSky",-5.9322,248,99.7078,292,105.64,161,69.2014,77,-6.3187,251,99.6183,295,105.937,171,69.4116,77,-3,-0.3864,0.2102,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2024-03-17",2024,"false","North Alabama",0,NA,"ASun",-6.1006,250,105.854,184,111.955,299,67.7324,154,-6.4054,252,105.711,188,112.116,301,67.8889,155,-2,-0.3048,0.1565,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2024-03-17",2024,"false","North Carolina Central",0,NA,"MEAC",-6.6396,254,104.96,204,111.599,291,66.5002,242,-6.6181,253,104.955,203,111.573,291,66.663,240,1,0.0215,0.1628,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2024-03-17",2024,"false","UTSA",0,NA,"Amer",-6.6049,253,107.03,163,113.635,332,70.4368,41,-6.7302,254,106.958,163,113.688,332,70.5987,44,-1,-0.1253,0.1619,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2024-03-17",2024,"false","The Citadel",0,NA,"SC",-7.0549,259,102.983,240,110.038,251,65.3805,296,-6.9206,255,103.077,238,109.997,252,65.5682,299,4,0.1343,0.1877,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2024-03-17",2024,"false","San Diego",0,NA,"WCC",-7.0528,258,100.498,277,107.55,205,70.9882,32,-6.9752,256,100.591,277,107.567,204,71.1751,32,2,0.0776,0.1869,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2024-03-17",2024,"false","Miami OH",0,NA,"MAC",-6.8392,256,99.7883,291,106.628,180,67.2944,183,-6.9805,257,99.7617,294,106.742,184,67.4636,184,-1,-0.1413,0.1692,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2024-03-17",2024,"false","Idaho St.",0,NA,"BSky",-6.703,255,103.433,227,110.136,256,63.8562,340,-7.0748,258,103.408,230,110.483,259,64.0722,340,-3,-0.3718,0.216,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2024-03-17",2024,"false","Grambling St.",16,"NCAA","SWAC",-7.8042,267,99.2846,298,107.089,196,64.7999,314,-7.0934,259,100.095,287,107.188,197,64.8313,324,8,0.7108,0.0314,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2024-03-17",2024,"false","Nebraska Omaha",0,NA,"Sum",-6.8802,257,104.1,217,110.98,275,67.2616,185,-7.172,260,103.913,222,111.085,278,67.4425,187,-3,-0.2917,0.1809,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2024-03-17",2024,"false","Southern",0,NA,"SWAC",-7.7005,265,97.0777,322,104.778,146,67.3722,173,-7.3279,261,97.2424,320,104.57,143,67.5206,175,4,0.3726,0.1484,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2024-03-17",2024,"false","Central Connecticut",0,NA,"NEC",-7.372,262,101.077,270,108.448,218,66.7898,220,-7.4055,262,101.029,270,108.434,219,66.9782,219,0,-0.0335,0.1884,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2024-03-17",2024,"false","Lehigh",0,NA,"Pat",-7.2782,261,99.6224,293,106.901,191,69.915,54,-7.43,263,99.4749,297,106.905,187,70.1211,54,-2,-0.1518,0.2061,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2024-03-17",2024,"false","Air Force",0,NA,"MWC",-7.1804,260,105.917,182,113.098,322,61.7578,359,-7.4325,264,105.931,181,113.363,327,61.923,359,-4,-0.2521,0.1652,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2024-03-17",2024,"false","Kennesaw St.",0,NA,"ASun",-7.3821,263,105.35,195,112.732,318,73.9551,4,-7.5748,265,105.284,197,112.858,319,74.1372,4,-2,-0.1927,0.1821,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2024-03-17",2024,"false","Ball St.",0,NA,"MAC",-7.7525,266,103.005,239,110.758,269,66.779,221,-7.8537,266,102.951,241,110.805,270,66.9643,220,0,-0.1012,0.1853,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2024-03-17",2024,"false","Texas Southern",0,NA,"SWAC",-8.3005,277,98.5228,306,106.823,186,67.7601,153,-7.8543,267,98.888,303,106.742,185,68.0926,144,10,0.4462,0.3325,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2024-03-17",2024,"false","Denver",0,NA,"Sum",-7.6915,264,107.863,146,115.554,351,70.2637,48,-7.9599,268,107.801,144,115.761,351,70.4541,47,-4,-0.2684,0.1904,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2024-03-17",2024,"false","Queens",0,NA,"ASun",-7.8136,268,104.035,219,111.849,295,72.6135,11,-7.9837,269,103.987,219,111.971,297,72.789,10,-1,-0.1701,0.1755,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2024-03-17",2024,"false","Western Illinois",0,NA,"OVC",-7.8786,270,97.9574,314,105.836,168,64.5764,324,-8.0329,270,97.8634,314,105.896,168,64.7656,325,0,-0.1543,0.1892,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2024-03-17",2024,"false","Presbyterian",0,NA,"BSth",-8.0971,272,103.383,231,111.48,288,67.1765,194,-8.0391,271,103.145,237,111.184,282,67.4548,185,1,0.058,0.2783,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2024-03-17",2024,"false","Niagara",0,NA,"MAAC",-7.8689,269,103.389,230,111.258,281,67.2301,189,-8.1464,272,103.264,235,111.41,286,67.4212,190,-3,-0.2776,0.1911,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2024-03-17",2024,"false","Jacksonville",0,NA,"ASun",-8.0913,271,101.126,268,109.217,240,65.4452,291,-8.2818,273,101.068,269,109.35,242,65.6253,293,-2,-0.1905,0.1801,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2024-03-17",2024,"false","UMBC",0,NA,"AE",-8.2287,273,105.061,202,113.29,326,72.9963,5,-8.3357,274,105.015,201,113.351,325,73.1872,5,-1,-0.107,0.1909,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2024-03-17",2024,"false","Howard",16,"NCAA","MEAC",-8.2427,274,105.5,192,113.742,334,67.5121,163,-8.3832,275,105.553,190,113.937,334,67.8045,159,-1,-0.1405,0.2924,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2024-03-17",2024,"false","Bucknell",0,NA,"Pat",-8.2534,276,100.372,280,108.625,226,64.7079,320,-8.4561,276,100.233,282,108.689,225,64.9048,318,0,-0.2026,0.1969,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2024-03-17",2024,"false","Central Michigan",0,NA,"MAC",-8.3569,279,96.6253,328,104.982,150,64.9451,310,-8.4616,277,96.5503,328,105.012,149,65.1128,312,2,-0.1048,0.1677,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2024-03-17",2024,"false","Canisius",0,NA,"MAAC",-8.2525,275,100.227,282,108.479,220,66.7562,224,-8.5432,278,100.147,284,108.69,226,66.9426,224,-3,-0.2907,0.1864,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2024-03-17",2024,"false","North Dakota St.",0,NA,"Sum",-8.3148,278,104.058,218,112.372,310,65.5223,284,-8.5433,279,103.981,220,112.524,311,65.7314,284,-1,-0.2285,0.2091,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2024-03-17",2024,"false","Georgia Southern",0,NA,"SB",-8.5117,280,104.833,207,113.345,330,68.8334,94,-8.6298,280,104.794,206,113.424,329,69.01,93,0,-0.1181,0.1767,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2024-03-17",2024,"false","Utah Tech",0,NA,"WAC",-9.2729,285,99.585,294,108.858,233,70.2789,46,-8.8114,281,99.8847,293,108.696,227,70.4446,48,4,0.4615,0.1657,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2024-03-17",2024,"false","Middle Tennessee",0,NA,"CUSA",-8.8087,282,98.0763,311,106.885,190,65.4116,295,-8.8213,282,98.0668,311,106.888,186,65.6035,297,0,-0.0126,0.1919,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2024-03-17",2024,"false","Oral Roberts",0,NA,"Sum",-8.6453,281,103.57,225,112.215,306,67.5637,160,-8.8636,283,103.369,231,112.232,304,67.7366,162,-2,-0.2183,0.173,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2024-03-17",2024,"false","Binghamton",0,NA,"AE",-8.856,283,102.53,247,111.386,286,66.1623,255,-8.9844,284,102.493,245,111.478,289,66.3486,257,-1,-0.1284,0.1863,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2024-03-17",2024,"false","FIU",0,NA,"CUSA",-9.0606,284,101.598,259,110.659,265,70.1429,50,-9.1017,285,101.59,260,110.691,263,70.3179,50,-1,-0.0411,0.175,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2024-03-17",2024,"false","SIU Edwardsville",0,NA,"OVC",-9.5192,286,101.368,262,110.887,272,67.0211,205,-9.6901,286,101.288,264,110.978,273,67.2118,200,0,-0.1709,0.1907,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2024-03-17",2024,"false","Old Dominion",0,NA,"SB",-9.6998,287,99.0441,301,108.744,228,69.933,53,-9.8908,287,98.9879,302,108.879,233,70.095,55,0,-0.1911,0.162,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2024-03-17",2024,"false","USC Upstate",0,NA,"BSth",-9.857,288,100.03,287,109.887,248,67.0005,209,-9.9544,288,99.9983,291,109.953,250,67.1919,203,0,-0.0974,0.1914,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2024-03-17",2024,"false","Delaware St.",0,NA,"MEAC",-10.0305,291,95.7577,335,105.788,165,68.4737,110,-9.9792,289,95.7801,335,105.759,166,68.8933,101,2,0.0513,0.4196,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2024-03-17",2024,"false","New Mexico St.",0,NA,"CUSA",-9.8981,290,99.3387,296,109.237,241,66.0536,261,-9.9816,290,99.3668,299,109.348,241,66.2599,263,0,-0.0835,0.2063,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2024-03-17",2024,"false","Tennessee St.",0,NA,"OVC",-9.8685,289,98.9762,302,108.845,232,68.3165,123,-9.9953,291,98.8745,304,108.87,232,68.4836,127,-2,-0.1268,0.1671,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2024-03-17",2024,"false","Wagner",16,"NCAA","NEC",-10.0906,293,95.8007,334,105.891,171,61.2275,361,-9.9973,292,96.3621,330,106.359,177,61.5516,361,1,0.0933,0.3241,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2024-03-17",2024,"false","Sacred Heart",0,NA,"NEC",-10.0409,292,102.128,252,112.169,303,69.1296,80,-10.0902,293,102.076,253,112.166,303,69.3171,79,-1,-0.0493,0.1875,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
